ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDateTime,VmvCode,VariableCode,VariableName,MeasurementFlag,MeasurementValue,UnitCode,SampleDetectLimit,MeasurementComment,MeasurementQualifier,MeasurementQualifierDescription,MeasurementQualifierComment,MethodCode,MethodDetectionLimit,LabCode,QualityClass,SampleCommentCategory,llm_category_label,llm_qualifier,llm_variable_name,llm_model
ABS266,23SWE09329,SAS,NSA,05DE,0,AB05DE0015,"ROSE CREEK, 1.3 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.05222,-115.05083,0,1,16.0,N,"Low flow, clear water. Some leaf litter in water. Removing the sonde for the season.",2023-10-17 09:40:00,100632,2710,ESCHERICHIA COLI,,20.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 20mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS255,20SWC70616,SAS,RED,05CE,0,AB05CE0100,"ROSEBUD RIVER, AT HWY 10",51.41528,-112.62972,0,1,16.0,N,high stage,2020-06-23 11:00:00,100632,2710,ESCHERICHIA COLI,,191.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 8mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS255,23SWC70216,SAS,RED,05CE,0,AB05CE0100,"ROSEBUD RIVER, AT HWY 10",51.41528,-112.62972,0,1,16.0,N,"sampled from augered hole ds bridge, low flo",2023-02-01 12:50:00,100632,2710,ESCHERICHIA COLI,,12.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 14mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC30601,SAS,SSA,05AH,0,AB05AH0020,"ROSS CREEK, NEAR MOUTH",50.02756,-110.63783,0,1,16.0,N,Lots of rain recently,2022-06-16 09:45:00,100632,2710,ESCHERICHIA COLI,,99.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 54mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC30801,SAS,SSA,05AH,0,AB05AH0020,"ROSS CREEK, NEAR MOUTH",50.02756,-110.63783,0,1,16.0,N,Sunny and Hot,2022-08-18 08:45:00,100632,2710,ESCHERICHIA COLI,,42.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 2hrs 20mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC30901,SAS,SSA,05AH,0,AB05AH0020,"ROSS CREEK, NEAR MOUTH",50.02756,-110.63783,0,1,16.0,N,Overcast,2022-09-13 08:40:00,100632,2710,ESCHERICHIA COLI,,43.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 42mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC31001,SAS,SSA,05AH,0,AB05AH0020,"ROSS CREEK, NEAR MOUTH",50.02756,-110.63783,0,1,16.0,N,Cloudy,2022-10-20 08:45:00,100632,2710,ESCHERICHIA COLI,,23.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 13mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC31101,SAS,SSA,05AH,0,AB05AH0020,"ROSS CREEK, NEAR MOUTH",50.02756,-110.63783,0,1,16.0,N,Sampled in open water,2022-11-15 10:00:00,100632,2710,ESCHERICHIA COLI,,27.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 18mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC31201,SAS,SSA,05AH,0,AB05AH0020,"ROSS CREEK, NEAR MOUTH",50.02756,-110.63783,0,1,16.0,N,Sampled large open lead in river,2022-12-13 10:10:00,100632,2710,ESCHERICHIA COLI,,2.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 11mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,23SWC30101,SAS,SSA,05AH,0,AB05AH0020,"ROSS CREEK, NEAR MOUTH",50.02756,-110.63783,0,1,16.0,N,Sampled open lead in river,2023-01-12 10:10:00,100632,2710,ESCHERICHIA COLI,,11.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 13mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,23SWC30201,SAS,SSA,05AH,0,AB05AH0020,"ROSS CREEK, NEAR MOUTH",50.02756,-110.63783,0,1,16.0,N,Sampled open lead,2023-02-15 09:40:00,100632,2710,ESCHERICHIA COLI,,17.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 14mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,23SWC30301,SAS,SSA,05AH,0,AB05AH0020,"ROSS CREEK, NEAR MOUTH",50.02756,-110.63783,0,1,16.0,N,Sampled open water,2023-03-23 09:05:00,100632,2710,ESCHERICHIA COLI,,21.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 20mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS254,21SWE10337,MAC,ATH,07AH,0,AB07AH0005,"SAKWATAMAU RIVER, AT WSC GAUGE AT HWY 32",54.2012,-115.7796,0,1,16.0,N,"River is very low, clear. Very dry conditions. Low precip.",2021-08-19 11:50:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1min past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC30402,SAS,SSA,05AH,0,AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,0,1,16.0,N,Cold,2022-04-12 09:00:00,100632,2710,ESCHERICHIA COLI,,21.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 26mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC30602,SAS,SSA,05AH,0,AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,0,1,16.0,N,Flow increased from recent rain event,2022-06-16 09:00:00,100632,2710,ESCHERICHIA COLI,,470.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 2hrs 39mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC30702,SAS,SSA,05AH,0,AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,0,1,16.0,N,Sunny and Warm,2022-07-14 08:40:00,100632,2710,ESCHERICHIA COLI,,118.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 6mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC30802,SAS,SSA,05AH,0,AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,0,1,16.0,N,Sunny,2022-08-18 08:00:00,100632,2710,ESCHERICHIA COLI,,46.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 3hrs 5mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC30902,SAS,SSA,05AH,0,AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,0,1,16.0,N,Overcast,2022-09-13 08:15:00,100632,2710,ESCHERICHIA COLI,,72.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 2hrs 7mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC31002,SAS,SSA,05AH,0,AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,0,1,16.0,N,Overcast,2022-10-20 08:15:00,100632,2710,ESCHERICHIA COLI,,46.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 43mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC31102,SAS,SSA,05AH,0,AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,0,1,16.0,N,Sampled open lead,2022-11-15 09:30:00,100632,2710,ESCHERICHIA COLI,,230.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 48mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC31202,SAS,SSA,05AH,0,AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,0,1,16.0,N,Sampled open lead,2022-12-13 09:40:00,100632,2710,ESCHERICHIA COLI,,11.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 41mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,23SWC30102,SAS,SSA,05AH,0,AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,0,1,16.0,N,Sampled open lead,2023-01-12 09:40:00,100632,2710,ESCHERICHIA COLI,,45.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 43mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,23SWC30202,SAS,SSA,05AH,0,AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,0,1,16.0,N,Sampled openlead in middle of creek,2023-02-15 09:15:00,100632,2710,ESCHERICHIA COLI,,118.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 40mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,23SWC30302,SAS,SSA,05AH,0,AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,0,1,16.0,N,Sampled open water,2023-03-23 08:40:00,100632,2710,ESCHERICHIA COLI,,40.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 45mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS266,20SWE07474,SAS,NSA,05DA,0,AB05DA0025,"SIFFLEUR RIVER, 1.5 KM U/S OF CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",52.05167,-116.39306,0,1,16.0,N,"Could not get surveyor to turn on, no field readings.",2020-08-26 10:30:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Received 1hr 30 minutes past 24hr holding time.,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS266,21SWE09121,SAS,NSA,05DA,0,AB05DA0025,"SIFFLEUR RIVER, 1.5 KM U/S OF CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",52.05167,-116.39306,0,1,16.0,N,"Open lead at bridge, sampled slightly upsteam of bridge at middle.",2021-03-24 09:40:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Received 1hr 25min after 24hr holding time.,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS266,21SWE09153,SAS,NSA,05DA,0,AB05DA0025,"SIFFLEUR RIVER, 1.5 KM U/S OF CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",52.05167,-116.39306,0,1,16.0,N,Sampled at bridge b/c no sonde install. Edge ice on both banks varying in thickness between 20-50 cm. F-Dom 157 mV.  Field observations not recorded in the field.,2021-04-21 09:30:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 30mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS266,21SWE09203,SAS,NSA,05DA,0,AB05DA0025,"SIFFLEUR RIVER, 1.5 KM U/S OF CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",52.05167,-116.39306,0,1,16.0,N,"Really good flow. F-Dom reading 282 mV.  Isotope sample missing, reason unknown.",2021-06-09 09:15:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 55mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS266,21SWE09236,SAS,NSA,05DA,0,AB05DA0025,"SIFFLEUR RIVER, 1.5 KM U/S OF CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",52.05167,-116.39306,0,1,16.0,N,"Warm week or two previously, high flow, clear water, smoke in region from BC fires. Sonde switched out in good shape. F-DOM reading 100 mV.",2021-07-14 09:50:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 57mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS266,21SWE09280,SAS,NSA,05DA,0,AB05DA0025,"SIFFLEUR RIVER, 1.5 KM U/S OF CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",52.05167,-116.39306,0,1,16.0,N,"Much lower than July, still very dry conditions. F-DOM flucuating by ~ 20 mV. F-DOM reading 90 mV.",2021-08-12 08:50:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 2hrs 1mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS266,22SWE09180,SAS,NSA,05DA,0,AB05DA0025,"SIFFLEUR RIVER, 1.5 KM U/S OF CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",52.05167,-116.39306,0,1,16.0,N,Very low and clear. Still ice shelves on left bank where remote sonde is. Hike in was very dry. Sonde found in water behind boulder. F-DOM reading 358 mV.,2022-05-18 09:30:00,100632,2710,ESCHERICHIA COLI,,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 28mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS266,22SWE09298,SAS,NSA,05DA,0,AB05DA0025,"SIFFLEUR RIVER, 1.5 KM U/S OF CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",52.05167,-116.39306,0,1,16.0,N,"Channel still split despite lower flow. Good, fast flow. F-DOM reading 55 mV.",2022-08-18 09:15:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 26mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS266,23SWE09252,SAS,NSA,05DA,0,AB05DA0025,"SIFFLEUR RIVER, 1.5 KM U/S OF CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",52.05167,-116.39306,0,1,16.0,N,No sample comments,2023-07-11 09:30:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 22mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABSW34,20SWG00121,MAC,PEA,07GJ,0,AB07GJ0010,"SMOKY RIVER, AT WATINO",55.71556,-117.62194,0,14,128.0,N,"Sampled from jet boat upstream of Hwy 49 bridge, center channel. Recent flooding in area, bank below bridge on left bank very degraded, part of access road leading to bridgehas fallen away into river. Much of rip-rap also slumped and carried away. Water level still high.  Flow observation not recorded in the field.",2020-07-14 10:20:00,100632,2710,ESCHERICHIA COLI,,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 40 minutes past 24 hour hold time,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABSW34,21SWG00109,MAC,PEA,07GJ,0,AB07GJ0010,"SMOKY RIVER, AT WATINO",55.71556,-117.62194,0,14,128.0,N,"Sampled ~100 m downstream of Hwy 49 bridge, good flow.",2021-02-16 11:30:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 40mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABSW34,21SWG00112,MAC,PEA,07GJ,0,AB07GJ0010,"SMOKY RIVER, AT WATINO",55.71556,-117.62194,0,14,128.0,N,"Sampled downstream of Hwy 49 bridge. Bank stabilization work on left bank at bridge, river still ice-covered so not affecting water in sample. Construction company sampling at least two locations downstream of bank work.",2021-03-15 10:20:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 53 minutes past 24 hour hold time,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABSW34,21SWG00124,MAC,PEA,07GJ,0,AB07GJ0010,"SMOKY RIVER, AT WATINO",55.71556,-117.62194,0,1,16.0,N,"Storm warning in effect. Rain starting. Very windy on water. Wading sample from boat launch. Samples arrived late at lab due to a courier oversight, so chlorophyll A filtering and Bacti  holding times were exceeded.",2021-06-16 14:15:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 20hrs 29mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABSW34,21SWG00142,MAC,PEA,07GJ,0,AB07GJ0010,"SMOKY RIVER, AT WATINO",55.71556,-117.62194,0,1,16.0,N,"Light dusting of snow at site. Sampled from rip-rap on left bank, just upstream of Hwy 49 bridge. No field readings collected, as field unit was damaged at site. Slush pans starting to form in flow, less than a meter of edge ice beginning to form on banks.",2021-11-08 11:45:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 2mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABSW34,21SWG00145,MAC,PEA,07GJ,0,AB07GJ0010,"SMOKY RIVER, AT WATINO",55.71556,-117.62194,0,1,16.0,N,Direct filled all bottles from a large open lead d/s of Hwy 49 bridge. Snow during sample collection.,2021-12-13 11:30:00,100632,2710,ESCHERICHIA COLI,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 39mins past 24hr HT,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABSS34,22SWC20606,SAS,SSA,05AJ,0,AB05AJ0060,"SOUTH SASKATCHEWAN RIVER, ABOVE MEDICINE HAT",50.04292,-110.72608,0,1,16.0,N,"Sample taken upstream od side channel and island, on left bank. Substrate muddy. No epis collected. Total ICP metal scan was diluted due to matrix interference, as a result detection limits were raised.",2022-06-16 10:30:00,100632,2710,ESCHERICHIA COLI,,230.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 9mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABSS34,22SWC20806,SAS,SSA,05AJ,0,AB05AJ0060,"SOUTH SASKATCHEWAN RIVER, ABOVE MEDICINE HAT",50.04292,-110.72608,0,1,16.0,N,Water is substantially lower than the previous month. Epis collected.,2022-08-18 09:40:00,100632,2710,ESCHERICHIA COLI,,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 25mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABSS34,22SWC20906,SAS,SSA,05AJ,0,AB05AJ0060,"SOUTH SASKATCHEWAN RIVER, ABOVE MEDICINE HAT",50.04292,-110.72608,0,1,16.0,N,Overcast and Breezy. Epis collected,2022-09-13 09:40:00,100632,2710,ESCHERICHIA COLI,,42.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 42mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABSS34,22SWC21206,SAS,SSA,05AJ,0,AB05AJ0060,"SOUTH SASKATCHEWAN RIVER, ABOVE MEDICINE HAT",50.04292,-110.72608,0,1,16.0,N,Sampled chipped hole in ice,2022-12-13 11:00:00,100632,2710,ESCHERICHIA COLI,,4.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 21mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABSS34,23SWC20106,SAS,SSA,05AJ,0,AB05AJ0060,"SOUTH SASKATCHEWAN RIVER, ABOVE MEDICINE HAT",50.04292,-110.72608,0,1,16.0,N,Sample from drilled hole in ice,2023-01-12 11:00:00,100632,2710,ESCHERICHIA COLI,L,1.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 23mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS257,22SWC30803,SAS,SSA,05AK,0,AB05AK0990,"SOUTH SASKATCHEWAN RIVER, BELOW MEDICINE HAT AND ABOVE FERTILIZER PLANT",50.10475,-110.69114,0,1,16.0,N,Significant foam pooling in back eddy downstream of sampling location.,2022-08-18 11:00:00,100632,2710,ESCHERICHIA COLI,,22.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 5mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS258,23SWL20804,SAS,OLD,05AE,0,AB05AE0070,"ST. MARY RIVER, NEAR CONFLUENCE WITH OLDMAN RIVER",49.58889,-112.88056,0,1,16.0,N,Sunny,2023-08-14 10:00:00,100632,2710,ESCHERICHIA COLI,,33.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 4hrs 4mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS258,23SWL20904,SAS,OLD,05AE,0,AB05AE0070,"ST. MARY RIVER, NEAR CONFLUENCE WITH OLDMAN RIVER",49.58889,-112.88056,0,1,16.0,N,Sunny,2023-09-20 10:30:00,100632,2710,ESCHERICHIA COLI,,18.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 3hrs 31mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS258,23SWL21004,SAS,OLD,05AE,0,AB05AE0070,"ST. MARY RIVER, NEAR CONFLUENCE WITH OLDMAN RIVER",49.58889,-112.88056,0,1,16.0,N,Very windy,2023-10-18 11:00:00,100632,2710,ESCHERICHIA COLI,,7.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 2hrs 14mins past 24hr HT,2718,1.0,106,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS266,20SWE07492,SAS,NSA,05DF,0,AB05DF0020,"STRAWBERRY CREEK, AT WSC GAUGE 4 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.31111,-114.05139,0,1,16.0,N,"Water level low, exposed sand/mud bar on left bank downstream from shack.Flow is low. Sonde changeout.",2020-09-24 08:15:00,100632,2710,ESCHERICHIA COLI,,50.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Received 1hr 51 minutes past 24hr holding time.,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
ABS266,20SWE07517,SAS,NSA,05DF,0,AB05DF0020,"STRAWBERRY CREEK, AT WSC GAUGE 4 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.31111,-114.05139,0,1,16.0,N,Deployed remote HL-7 removed from site,2020-10-19 09:05:00,100632,2710,ESCHERICHIA COLI,,50.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Received 10 minutes past 24hr holding time.,2718,1.0,69,Flagged-Acceptable,[],ESCHERICHIA COLI (100632-2710) : HT,HT,ESCHERICHIA COLI,qwen3:4b
